,artwork,titleLabel,materialLabel,genreLabel,collectionLabel,depictLabel,movementLabel,subjectLabel,creatorBirthPlaceLabel,creatorCountryLabel,creatorLabel,genderLabel,inceptionLabel,widthLabel,heightLabel,image,startTime,locLabel,artworkLabel,locatedLabel,endTime,countryLabel,instanceOfLabel,num_creators
356,http://www.wikidata.org/entity/Q21615080,,wood; oil paint,nude; religious art,Department of Paintings of the Louvre,Bathsheba; David,Flemish Primitives,,Antwerp,Belgium,Jan Matsys,male,1562,[197.0],[162.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Massys%20-%20David%20and%20Bathsheba.JPG,{'nan'},Louvre Museum,David and Bathsheba,,,France,painting,1
370,http://www.wikidata.org/entity/Q22329683,,oil paint; canvas,religious art,Department of Paintings of the Louvre,crucifixion of Jesus; John the Apostle; Mary Magdalene; Jesus,Baroque painting,crucifixion of Jesus,Antwerp,Belgium,Anthony van Dyck,male,1619,[282.0],[330.0],http://commons.wikimedia.org/wiki/Special:FilePath/CrucifixionVanDyckLouvre.jpg,{'nan'},Louvre Museum,"Crucifixion with the Virgin Mary, St John and St Mary Magdalene",Paris,,France,painting,1
382,http://www.wikidata.org/entity/Q2254945,,oil paint; canvas,mythological painting,Department of Paintings of the Louvre,phrygian cap; lyre; Paris; caryatid; Helen of Troy,neoclassicism,,Paris,France,Jacques-Louis David,male,1788,[181.0],[146.0],http://commons.wikimedia.org/wiki/Special:FilePath/The%20Love%20of%20Paris%20and%20Helen%20by%20Jacques-Louis%20David.jpg,{'nan'},Louvre Museum,Paris and Helen,,,France,painting,1
384,http://www.wikidata.org/entity/Q2275653,,oil paint; canvas,self-portrait,Department of Paintings of the Louvre,man; Raphael,Italian Renaissance,Raphael,Urbino,Italy,Raphael,male,1514,[83.0],[99.0],http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20de%20l%27artiste%20avec%20un%20ami%2C%20by%20Raffaello%20Sanzio%2C%20from%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,Self-portrait with a friend,,,France,painting,1
385,http://www.wikidata.org/entity/Q2290433,Scène des massacres de Scio,oil paint; canvas,history painting,Department of Paintings of the Louvre,kilij; soldier; Greeks; rifle; sky; equestrianism; black hair; headscarf; Chios; beard; prisoner of war; smoke; massacre; turban; child; Aegean Sea; horse; shore; ruins; woman; nudity; cadaver; cloud; elderly people; man; moustache; conflagration,Romanticism,Chios Massacre,Saint-Maurice,France,Eugène Delacroix,male,1824,[354.0],[419.0],http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20Le%20Massacre%20de%20Scio.jpg,{'nan'},Louvre Museum,The Massacre at Chios,,,France,painting,1
387,http://www.wikidata.org/entity/Q2343778,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,Virgin Mary; boy; woman; Child Jesus,Italian Renaissance,Madonna and Child,Urbino,Italy,Raphael,male,1507,[80.0],[122.0],http://commons.wikimedia.org/wiki/Special:FilePath/La-belle-jardiniere.jpg,{'nan'},Louvre Museum,La Belle Jardinière,,,France,painting,1
388,http://www.wikidata.org/entity/Q23499671,,oil paint; canvas,nude; mythological painting,Department of Paintings of the Louvre,Cephalus; nudity; cloud; Aurora; star; angel,neoclassicism,,Paris,France,Pierre-Narcisse Guérin,male,1810,[186.0],[254.5],http://commons.wikimedia.org/wiki/Special:FilePath/Gu%C3%A9rin-amouretomphale.jpg,{'nan'},Louvre Museum,"Aurora and Cephalus (Guérin, Louvre)",,,France,painting,1
389,http://www.wikidata.org/entity/Q23500220,,oil paint; canvas,mythological painting,Department of Paintings of the Louvre,murder; Agamemnon; Clytemnestra; curtain; Aegisthus; poignard; sleep,neoclassicism,,Paris,France,Pierre-Narcisse Guérin,male,1819,[325.0],[342.0],http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9rin%20Clytemnestre%20h%C3%A9sitant%20avant%20de%20frapper%20Agamemnon%20endormi%20Louvre%205185.jpg,{'nan'},Louvre Museum,Clytemnestra hesitates before killing the sleeping Agamemnon,,,France,painting,1
390,http://www.wikidata.org/entity/Q2354251,"Dante und Vergil in der Hölle; Dante et Virgile aux enfers, dit aussi La Barque de Dante",oil paint; canvas,genre art,Department of Paintings of the Louvre,Dante Alighieri; nudity; back; drapery; Inferno; Dimples of Venus; Charon; Virgil; man; barque; standing; pubic hair; long hair; umbilicus; woman; chestnut hair; Styx; drowning,Romanticism,,Saint-Maurice,France,Eugène Delacroix,male,1822,[241.5],[189.0],http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20The%20Barque%20of%20Dante.jpg,{'nan'},Louvre Museum,The Barque of Dante,,,France,painting,1
393,http://www.wikidata.org/entity/Q23898,,wood; oil paint,religious art; portrait,Department of Paintings of the Louvre,Eve; Jean de Sedano; nudity; harp; Oriental rug; man; Holy Family; sitting; boy; family; Adam; angel; kneeling; John the Apostle; woman; John the Baptist; lute,Flemish Primitives,Madonna and Child,Oudewater,Netherlands,Gerard David,male,1492,[145.0],[97.0],http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20David%20Tryptique%20de%20la%20famille%20Sedano%20Bruges%201523.jpg,{'nan'},Louvre Museum,Triptych of the Sedano family,,,France,painting,1
394,http://www.wikidata.org/entity/Q23904,,gold; tempera; poplar wood,religious art,Department of Paintings of the Louvre,Franciscan; Francis of Assisi preaching to the birds; Francis of Assisi,Proto-Renaissance; Gothic art,Saint Francis receiving the Stigmata,Vicchio,Italy,Giotto di Bondone,male,1297,[163.0],[313.0],http://commons.wikimedia.org/wiki/Special:FilePath/F0459%20Louvre%20Giotto%20Stigmates%20INV309%20rwk.jpg,{'nan'},Louvre Museum,St. Francis of Assisi Receiving the Stigmata,,,France,painting,1
395,http://www.wikidata.org/entity/Q23912,Étude de deux tigres; Jeune tigre jouant avec sa mère,oil paint; canvas,animal art,Department of Paintings of the Louvre,Tiger,Romanticism,,Saint-Maurice,France,Eugène Delacroix,male,1830,[195.0],[130.5],http://commons.wikimedia.org/wiki/Special:FilePath/Young%20tiger%20playing%20with%20its%20mother.jpg,{'nan'},Louvre Museum,A Young Tiger Playing with its Mother,,,France,painting,1
396,http://www.wikidata.org/entity/Q23922,Donna allo specchio,oil paint; canvas,portrait,Department of Paintings of the Louvre,mirror; woman,High Renaissance; Venetian school,,Pieve di Cadore,Italy,Titian,male,1515,[76.0],[99.0],http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20d%27une%20Femme%20%C3%A0%20sa%20Toilette%2C%20by%20Titian%2C%20from%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,Woman with a Mirror,,,France,painting,1
397,http://www.wikidata.org/entity/Q23946,,wood; tempera,religious art,Department of Paintings of the Louvre,Virgin Mary; Visitation; woman,Italian Renaissance,Visitation,Florence,Italy,Domenico Ghirlandaio,male,1491,[167.0],[172.0],http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20ghirlandaio%2C%20visitazione%2C%201491%2C%20da%20cappella%20di%20lorenzo%20tornabuoni%20in%20s.m.%20maddalena%20de%27%20pazzi%20a%20fi%2C%2002.JPG,{'nan'},Louvre Museum,Visitation,,,France,painting,1
398,http://www.wikidata.org/entity/Q24011,,oil paint; canvas,portrait,Department of Paintings of the Louvre,Caroline Rivière; eyebrow; boa; glove; dress; 1795–1820 clothing; dark brown; girl; standing; watercourse; sky; smile; broad-leaved tree; brown hair; woman; village; part; earring,Romanticism,Caroline Rivière,Montauban,France,Jean Auguste Dominique Ingres,male,1806,[70.0],[100.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Auguste%20Dominique%20Ingres%20-%20Mademoiselle%20Caroline%20Rivi%C3%A8re%20-%20WGA11837.jpg,{'nan'},Louvre Museum,Mademoiselle Caroline Rivière,,,France,painting,1
399,http://www.wikidata.org/entity/Q24090,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,crown of thorns; Jesus,High Renaissance; Venetian school,Crowning with Thorns,Pieve di Cadore,Italy,Titian,male,1540,[180.0],[303.0],http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Christ%20crowned%20with%20Thorns%20-%20Louvre.jpg,{'nan'},Louvre Museum,The Crowning with Thorns,1st arrondissement of Paris,,France,painting,1
400,http://www.wikidata.org/entity/Q2413789,Der Sieg der Tugend,tempera; oil paint; canvas,mythological painting,Department of Paintings of the Louvre,Venus; temperance; Minerva; vice; satyr; faith; cloud; Diana; Cupid; putto; woman; chastity; laurel wreath; justice; centaur,Italian Renaissance,,Piazzola sul Brenta,Italy,Andrea Mantegna,male,1499,[192.0],[160.0],http://commons.wikimedia.org/wiki/Special:FilePath/Minerve%20chassant%20les%20Vices%20du%20jardin%20des%20Vertus%2C%20Mantegna%20%28Louvre%20INV%20371%29%2002.jpg,{'nan'},Louvre Museum,Triumph of the Virtues,,,France,painting,1
401,http://www.wikidata.org/entity/Q2415259,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,angel; Michael the Archangel,Italian Renaissance,War in Heaven,Urbino,Italy,Raphael,male,1503,[26.5],[30.9],http://commons.wikimedia.org/wiki/Special:FilePath/St%20Michael%20Raphael.jpg,{'nan'},Louvre Museum,Saint Michael Vanquishing Satan,,,France,painting,1
402,http://www.wikidata.org/entity/Q24238843,L'Enlévement d'Europe,oil paint; canvas,mythological painting,Department of Paintings of the Louvre,Jupiter; bull; kidnapping; putto; Europa,Rococo,Rape of Europa,Paris,France,François Boucher,male,1747,[193.5],[160.5],http://commons.wikimedia.org/wiki/Special:FilePath/BoucherFrancois%20Europe.jpg,{'nan'},Louvre Museum,The Rape of Europa or Abduction of Europa,Paris,,France,painting,1
403,http://www.wikidata.org/entity/Q24249,,oil paint; canvas,religious art,Department of Paintings of the Louvre,veil; scarf; Framboisier; twilight; fruit; sky; brown hair; Catherine of Alexandria; Child Jesus; shepherd; grape; maid of honour; wildflower; beard; hill; overcoat; mountain; boy; basket; apple; rabbit; evening; rural area; herd; woman; Virgin Mary; sunset; dress; sheep; man; mother; long hair; tree,High Renaissance; Venetian school,sacra conversazione; Madonna and Child,Pieve di Cadore,Italy,Titian,male,1527,[87.0],[71.0],http://commons.wikimedia.org/wiki/Special:FilePath/La%20Vierge%20au%20Lapin%20%C3%A0%20la%20Loupe.jpg,"{'2017', 'nan'}",Louvre Museum,The Madonna of the Rabbit,,,France,painting,1
404,http://www.wikidata.org/entity/Q2428778,,parchment; oil paint; canvas,self-portrait,Department of Paintings of the Louvre,Albrecht Dürer; man; thistle,German Renaissance,Albrecht Dürer,Nuremberg,Germany,Albrecht Dürer,male,1493,[44.5],[56.5],http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht-self.jpg,{'nan'},Louvre Museum,Portrait of the Artist Holding a Thistle,,,France,painting,1
405,http://www.wikidata.org/entity/Q24305449,La infanta,oil paint; canvas,portrait,Department of Paintings of the Louvre,Maria Theresa of Spain,Baroque,Maria Theresa of Spain,Seville,Spain,Diego Velázquez,male,1653,[60.5],[71.05],http://commons.wikimedia.org/wiki/Special:FilePath/Retrato%20de%20la%20infanta%20Mar%C3%ADa%20Teresa%20%28Louvre%20replica%29%2C%20after%20Diego%20Vel%C3%A1zquez.jpg,{'nan'},Louvre Museum,The infanta Maria Theresa aged 14,,,France,painting,1
406,http://www.wikidata.org/entity/Q2467141,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Holy Family; boy; woman; Virgin Mary; Child Jesus,Italian Renaissance,Holy Family,Urbino,Italy,Raphael,male,1518,[140.0],[207.0],http://commons.wikimedia.org/wiki/Special:FilePath/The%20Holy%20Family%20-%20Rafael.jpg,{'nan'},Louvre Museum,The Holy Family of Francis I,,,France,painting,1
407,http://www.wikidata.org/entity/Q2478403,Portrait d'une jeune princesse,poplar wood; oil paint,portrait,Department of Paintings of the Louvre,Aquilegia; Ginevra d'Este; vase; woman; Margherita Gonzaga,Q3578530; Renaissance,woman,Pisa,Italy,Pisanello,male,1437,[30.0],[43.0],http://commons.wikimedia.org/wiki/Special:FilePath/Pisanello%20016.jpg,{'nan'},Louvre Museum,Portrait of a Princess,,,France,painting,1
408,http://www.wikidata.org/entity/Q2502068,,oil paint; canvas,religious art,Department of Paintings of the Louvre,crowd; column; soldier; man; fear; throne; sitting; Solomon; woman; baby,classicism,Judgment of Solomon,Les Andelys,France,Nicolas Poussin,male,1649,[150.0],[101.0],http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Poussin%20-%20The%20Judgment%20of%20Solomon%20-%20WGA18330.jpg,{'nan'},Louvre Museum,The Judgment of Solomon,,,France,painting,1
409,http://www.wikidata.org/entity/Q2513064,Vénus et l'Amour,oil paint; canvas,nude; mythological painting,Department of Paintings of the Louvre,pedestal; column; Ares; pigeon; cushion; shield; intergluteal cleft; pigtail; pillow; sky; meals; bed; bird's wing; tapestry; walking; Mars; overcoat; table; curtain; base; quiver; umbilicus; rosacea; buttocks; sandal; landscape; bolster; combat helmet; back; drapery; Dimples of Venus; blond hair; Cupid; nipple; broad-leaved tree; garden; woman; glabrousness; Venus; cloud; man; Eros; sword; Aphrodite; half reclining; arrow; breast,Mannerism,,Amsterdam,Netherlands,Lambert Sustris,male,1554,[184.0],[132.0],http://commons.wikimedia.org/wiki/Special:FilePath/Lambert%20Sustris%20-%20Venus%20and%20Love%20-%20Louvre.jpg,{'nan'},Louvre Museum,Venus and Cupid,,,France,painting,1
411,http://www.wikidata.org/entity/Q2529918,,wood; oil paint,religious art,Department of Paintings of the Louvre,dragon; man; Saint George,Italian Renaissance,Saint George and the Dragon,Urbino,Italy,Raphael,male,1503,[25.5],[29.4],http://commons.wikimedia.org/wiki/Special:FilePath/P1080746%20Louvre%20Rap%C4%A5ael%20St%20Georges%20luttant%20avec%20le%20dragon%20INV%20609%20rwk.JPG,{'nan'},Louvre Museum,St. George and the dragon,,,France,painting,1
412,http://www.wikidata.org/entity/Q2533791,The Lictors Bring to Brutus the Bodies of His Sons,oil paint; canvas,interior view; neoclassicism; history painting,Department of Paintings of the Louvre,maternal bond; drapery; litter; seat; Vitellia; table; man; Tiberius Junius Brutus; woman; statue; Titus Junius Brutus; Lucius Junius Brutus; portico; child,neoclassicism,,Paris,France,Jacques-Louis David,male,1789,[422.0],[323.0],http://commons.wikimedia.org/wiki/Special:FilePath/David%20Brutus.jpg,{'nan'},Louvre Museum,The Lictors Bring to Brutus the Bodies of His Sons,,,France,painting,1
414,http://www.wikidata.org/entity/Q2610675,Buona ventura,oil paint; canvas,genre art,Department of Paintings of the Louvre,hat; akimbo; smile; glove; overcoat; eye contact; turban; feather; thief; ruff; doublet; woman; black; part; standing; man; sword; Romani; palmistry,Baroque,,Milan,Italy,Caravaggio,male,1596,[131.0],[99.0],http://commons.wikimedia.org/wiki/Special:FilePath/La%20Diseuse%20de%20bonne%20aventure%2C%20Caravaggio%20%28Louvre%20INV%2055%29%2002.jpg,{'nan'},Louvre Museum,The Fortune Teller,,,France,painting,1
415,http://www.wikidata.org/entity/Q2619037,,oil paint; canvas,portrait,Department of Paintings of the Louvre,dress; 1795–1820 clothing; cushion; candelabra; Juliette Récamier; footstool; Incroyables and Merveilleuses; couch; woman,neoclassicism,Juliette Récamier,Paris,France,Jacques-Louis David,male,1800,[244.0],[174.0],http://commons.wikimedia.org/wiki/Special:FilePath/David.%20Madame%20R%C3%A9camier.jpg,{'nan'},Louvre Museum,Portrait of Madame Récamier,,,France,painting,1
417,http://www.wikidata.org/entity/Q27005997,,wood; oil paint,religious art,Department of Paintings of the Louvre,crowd; pigeon; wing; Trinity; Holy Spirit; landscape; Jesus,Northern Renaissance,,Antwerp,Belgium,Frans Floris I,male,1562,[230.0],[165.0],http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20floris%2C%20sacrificio%20di%20cristo%2C%201562.JPG,{'nan'},Louvre Museum,"The Sacrifice of Jesus Christ, Son of God, Bringing Together and Protecting Humanity",,,France,painting,1
418,http://www.wikidata.org/entity/Q27042868,,wood; oil paint,religious art,Department of Paintings of the Louvre,shepherd; Joseph,Flemish Primitives,Nativity of Jesus,Haarlem,Netherlands,Dieric Bouts,male,1480,[18.4],[20.4],http://commons.wikimedia.org/wiki/Special:FilePath/Dirck%20bouts%20%28bottega%29%2C%20san%20giuseppe%20e%20due%20pastori%2C%201470%20ca..JPG,{'nan'},Louvre Museum,Nativity fragment with Joseph and Two Shepherds,,,France,painting,1
419,http://www.wikidata.org/entity/Q27064318,,oil paint; canvas,religious art,Department of Paintings of the Louvre,market; cage; pigeon; sheep; livestock; donkey; merchant; Cleansing of the Temple; dog; cow; Jesus,Baroque; Flemish Baroque painting,Cleansing of the Temple,Antwerp,Belgium,Jacob Jordaens,male,1647,[436.0],[288.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jordaens%20Christ%20driving%20the%20Merchants%20from%20the%20temple.jpg,{'nan'},Louvre Museum,Jesus Driving the Merchants from the Temple,,,France,painting,1
420,http://www.wikidata.org/entity/Q27089143,,oil paint; canvas,religious art,Department of Paintings of the Louvre,lamb; shepherd; Adoration of the shepherds; angel; cow; Virgin Mary; Child Jesus,Mannerism; Utrecht Caravaggism,Adoration of the shepherds,Gorinchem,Netherlands,Abraham Bloemaert,male,1612,[229.0],[287.0],http://commons.wikimedia.org/wiki/Special:FilePath/Abraham%20Bloemaert%20-%20Adoration%20of%20the%20Shepherds%20-%20WGA2272.jpg,{'nan'},Louvre Museum,The Adoration of the Shepherds,,,France,painting,1
421,http://www.wikidata.org/entity/Q27231733,,gold; tempera; poplar wood,religious art,Department of Paintings of the Louvre,John the Evangelist; Anthony of Padua; angel; Virgin Mary; Child Jesus,Sienese School,Madonna and Child,Siena,Italy,Stefano di Giovanni,male,1440,[118.0],[207.0],http://commons.wikimedia.org/wiki/Special:FilePath/Sassetta.Madonna%20and%20Child%20with%20Angels%20and%20Saints.1437-44.%20Louvre%2C%20Paris.jpg,{'nan'},Louvre Museum,"The Madonna and Child Surrounded by Six Angels, St. Anthony of Padua, St. John the Evangelist",,,France,painting,1
422,http://www.wikidata.org/entity/Q27478454,,oil paint,religious art,Department of Paintings of the Louvre,Adoration of the Magi; Child Jesus; woman,Ghent-Bruges school,Adoration of the Magi,Ghent,Belgium,Simon Bening,male,1520,[26.0],[35.0],http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20Bening%20-%20Adoration%20of%20the%20Magi.jpg,{'nan'},Louvre Museum,Adoration of the Magi,,,France,painting,1
423,http://www.wikidata.org/entity/Q2755121,,wood; tempera; oil paint,portrait,Department of Paintings of the Louvre,Sigismondo Pandolfo Malatesta,Early Renaissance,Sigismondo Pandolfo Malatesta,Sansepolcro,Italy,Piero della Francesca,male,1450,[34.0],[44.0],http://commons.wikimedia.org/wiki/Special:FilePath/Piero%2C%20ritratto%20di%20sigismondo%20malatesta.jpg,{'nan'},Louvre Museum,Portrait of Sigismondo Pandolfo Malatesta,,,France,painting,1
424,http://www.wikidata.org/entity/Q27553993,,wood; oil paint,religious art,Department of Paintings of the Louvre,Tower of Babel; sailboat; plain; human,Flemish Baroque painting,Tower of Babel,Leuven,Belgium,Lucas van Valckenborch,male,1594,[56.5],[41.0],http://commons.wikimedia.org/wiki/Special:FilePath/La%20Tour%20de%20Babel%2C%20Van%20Valckenborch%2C%201594.jpg,{'nan'},Louvre Museum,The Tower of Babel,,,France,painting,1
425,http://www.wikidata.org/entity/Q27617125,,oil paint; canvas,group portrait; genre art; self-portrait,Department of Paintings of the Louvre,Jan Cossiers; man; Simon de Vos; pipe; drink; cup; smoker,Baroque,Simon de Vos,Antwerp,Belgium,Simon de Vos,male,1626,[92.0],[62.5],http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20de%20vos-fumadores.jpg,{'nan'},Louvre Museum,Gathering of Smokers and Drinkers,,,France,painting,1
426,http://www.wikidata.org/entity/Q27628532,,wood; oil paint,religious art,Department of Paintings of the Louvre,soldier; Feast of the Ascension; landscape; Saint Sebastian; path; arrow; martyr; resurrection of Jesus; angel; sleep; garland,Flemish Primitives,resurrection of Jesus,Mainz; Seligenstadt,Germany,Hans Memling,male,1490,[81.5],[61.5],http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Memling%20-%20Triptych%20of%20the%20Resurrection%20-%20WGA14986.jpg,{'nan'},Louvre Museum,Triptych of the Resurrection,,,France,painting,1
435,http://www.wikidata.org/entity/Q2872714,,oil paint; canvas; stretcher,self-portrait,Department of Paintings of the Louvre,necktie; periorbital puffiness; brown hair; wall; tumor; palette; Jacques-Louis David; backrest; houppelande; dark brown; foulard; armrest; eyebrow; gaze towards the viewer; sitting; dress shirt; man; long hair; fauteuil; lapel; paintbrush,neoclassicism,Jacques-Louis David,Paris,France,Jacques-Louis David,male,1794,[64.0],[81.0],http://commons.wikimedia.org/wiki/Special:FilePath/David%20Self%20Portrait.jpg,{'nan'},Louvre Museum,Self-portrait,,,France,painting,1
438,http://www.wikidata.org/entity/Q28885838,,wood; oil paint,religious art,Department of Paintings of the Louvre,soldier; crucifixion of Jesus; cloud; dog; Jesus,Dutch Golden Age painting,crucifixion of Jesus,Amsterdam,Netherlands,Karel Dujardin,male,1661,[84.0],[97.0],http://commons.wikimedia.org/wiki/Special:FilePath/Duajrdin-Calvaire-Louvre.jpg,{'nan'},Louvre Museum,Calvary,,,France,painting,1
439,http://www.wikidata.org/entity/Q28886049,,oil paint; canvas,religious art,Department of Paintings of the Louvre,musician; soldier; wonder; divine glory; resurrection of Jesus; angel; sleep; flag,Flemish Baroque painting,resurrection of Jesus,Antwerp,Belgium,Gerard Seghers,male,1620,[240.0],[324.0],http://commons.wikimedia.org/wiki/Special:FilePath/Seghers-R%C3%A9surrection-Louvre.jpg,{'nan'},Louvre Museum,Resurrection of Christ,,,France,painting,1
440,http://www.wikidata.org/entity/Q2909916,Bonaparte visitant les pestiférés de Jaffa (11 mars 1799),oil paint; canvas,history painting,Department of Paintings of the Louvre,military uniform; nudity; Napoleon; plague; Jaffa; standing; lying; man; pubic hair; flag of France; sitting; kneeling; military officer; courtyard,neoclassicism; Pre-romanticism,,Paris,France,Antoine-Jean Gros,male,1804,[715.0],[523.0],http://commons.wikimedia.org/wiki/Special:FilePath/Antoine-Jean%20Gros%20-%20Bonaparte%20visitant%20les%20pestif%C3%A9r%C3%A9s%20de%20Jaffa.jpg,{'nan'},Louvre Museum,Bonaparte Visiting the Plague Victims of Jaffa,,,France,painting,1
447,http://www.wikidata.org/entity/Q29530,La Liberté guidant le peuple (28 juillet 1830); Liberty Leading the People,oil paint; canvas,Romanticism; history painting,Department of Paintings of the Louvre,Marianne,Romanticism,,Saint-Maurice,France,Eugène Delacroix,male,1830,[325.0],[260.0],http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20Le%2028%20Juillet.%20La%20Libert%C3%A9%20guidant%20le%20peuple.jpg,{'nan'},Louvre Museum,Liberty Leading the People,,,France,painting,1
451,http://www.wikidata.org/entity/Q29641959,,wood; oil paint,religious art,Department of Paintings of the Louvre,David; soldier; spear; cardinal; Bathsheba; table; Saul; poverty; hare; Uriah the Hittite; archbishop; horse; broad-leaved tree; woman; clothing; city gate; meeting; Mainz; sundial; fortification; Jerusalem; square; tent; architecture; deer; flag,German Renaissance,,Nuremberg,Germany,Hans Sebald Beham,male,1534,[131.0],[128.0],http://commons.wikimedia.org/wiki/Special:FilePath/Beham%2C%20Sebald%20-%20Scenes%20from%20the%20Life%20of%20David%20-%201534.jpg,{'nan'},Louvre Museum,Scenes from the Life of David,,,France,painting,1
452,http://www.wikidata.org/entity/Q29644678,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Potamoi; Egypt; city; tree; Arecaceae; baby; domestic worker; Nile; Moses,classicism,Finding of Moses,Paris,France,Thomas Blanchet,male,1655,"[0.965, 133.0]","[96.5, 1.33]",http://commons.wikimedia.org/wiki/Special:FilePath/Blanchet%20-%20Mo%C3%AFse%20sauv%C3%A9%20des%20eaux.jpg,{'nan'},Louvre Museum,Q29644678,,,France,painting,1
453,http://www.wikidata.org/entity/Q29647643,,gold; oil paint; oak,religious art,Department of Paintings of the Louvre,angel; branch; olive branch; deacon,Flemish Primitives,,Mainz; Seligenstadt,Germany,Hans Memling,male,1477,[10.1],[15.7],http://commons.wikimedia.org/wiki/Special:FilePath/Memlingangel.jpg,{'nan'},Louvre Museum,Angel with an Olive Branch,,,France,painting,1
454,http://www.wikidata.org/entity/Q29647992,,copper; oil paint,landscape art,Department of Paintings of the Louvre,Italy; main stream; bridge; landscape,Flemish Baroque painting,,Brussels metropolitan area,Belgium,Jan Brueghel the Elder,male,1610,[28.0],[20.5],http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Brueghel%20%28I%29%20-%20The%20Bridge%20of%20Talavera.jpg,{'nan'},Louvre Museum,The Bridge at Talavera,,,France,painting,1
455,http://www.wikidata.org/entity/Q29648480,,wood; oil paint,religious art,Department of Paintings of the Louvre,bed; chimney; Annunciation; bedroom; lily; angel; Virgin Mary; book,Flemish Primitives,Annunciation,Tournai,Belgium,Rogier van der Weyden,male,1435,[93.0],[86.0],http://commons.wikimedia.org/wiki/Special:FilePath/Rogier%20van%20der%20Weyden%20-%20The%20Annunciation%20-%20WGA25591.jpg,{'nan'},Louvre Museum,Annunciation,,,France,painting,1
456,http://www.wikidata.org/entity/Q29648827,,wood; oil paint,religious art,Department of Paintings of the Louvre,Margaret the Virgin; broad-leaved tree; sitting; Catherine of Alexandria; angel; Saint Barbara,Flemish Primitives,Madonna and Child,Mainz; Seligenstadt,Germany,Hans Memling,male,1490,[16.0],[25.3],http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Memling%20-%20Diptych%20of%20Jean%20de%20Cellier%20-%20WGA14883.jpg,{'nan'},Louvre Museum,Madonna and Child with Saints,,,France,painting,1
457,http://www.wikidata.org/entity/Q29649090,,wood; oil paint,religious art; portrait,Department of Paintings of the Louvre,broad-leaved tree; city; Jesus,Flemish Primitives,Raising of Lazarus,Leiden,Netherlands,Geertgen tot Sint Jans,male,1477,[97.0],[127.0],http://commons.wikimedia.org/wiki/Special:FilePath/Geertgen%20tot%20sint%20jans%2C%20resurrezione%20di%20lazzaro%2C%201480-85%20ca.%2001.JPG,{'nan'},Louvre Museum,Resurrection of Lazarus,,,France,painting,1
458,http://www.wikidata.org/entity/Q29649422,,copper; oil paint,religious art,Department of Paintings of the Louvre,painter; beard; man; symbol; couple; Holy Spirit; headgear; Baptism of Jesus; Eve; Cornelis van Haarlem,Mannerism,Baptism of Jesus,Haarlem,Netherlands,Cornelis van Haarlem,male,1601,[33.0],[45.0],http://commons.wikimedia.org/wiki/Special:FilePath/Cornelisz.%20van%20haarlem%2C%20battesimo%20di%20cristo%2C%201600-1602%20ca.%2001.JPG,{'nan'},Louvre Museum,The Baptism of Christ,,,France,painting,1
459,http://www.wikidata.org/entity/Q29650021,,paper; wood; oil paint,nude,Department of Paintings of the Louvre,executioner; Saint Sebastian,Baroque painting,martyrdom of Saint Sebastian,Antwerp,Belgium,Anthony van Dyck,male,1620,[41.0],[64.5],http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Study%20for%20Saint%20Sebastian%20m503604%2097de25208%20p.jpg,{'nan'},Louvre Museum,Study for the Martyrdom of Saint Sebastian,,,France,painting,1
